0,1,2,3,4,5,6,7
"함수형 프로그래밍과 JavaScript ES6+
대시보드","5,001명","₩55,000",(4.9),269개의 수강평,초급자,총 71개 수업 (8시간 7분),강의 게시일 : 2018년 12월 09일
"[파이썬] 수학없이 머신러닝 쉽게 이해하고 구현하기
대시보드",18명,"₩66,000",0,0,입문자,총 34개 수업 (4시간 31분),강의 게시일 : 2023년 08월 04일
"Google Apps Script로 시작하는 업무 자동화
대시보드",83명,"₩22,000",(5.0),3개의 수강평,입문자,총 10개 수업 (2시간 34분),강의 게시일 : 2023년 08월 01일
"하루만에 배우는 aws 서버리스
대시보드",261명,"₩29,700",(5.0),8개의 수강평,초급자,총 78개 수업 (3시간 54분),강의 게시일 : 2023년 06월 07일
"빠른 취업을 위한 프론트엔드 로드맵
대시보드",202명,"₩29,700",(5.0),18개의 수강평,입문자,총 51개 수업 (3시간 33분),강의 게시일 : 2023년 04월 07일
"깃헙 블로그(Github blog)로 차별화 된 나만의 홈페이지 만들기!
대시보드",203명,"₩11,000",(5.0),7개의 수강평,입문자,총 27개 수업 (2시간 46분),강의 게시일 : 2023년 03월 03일
"[코드캠프] 시작은 프리캠프
대시보드","2,156명","₩22,000",(4.9),69개의 수강평,입문자,총 28개 수업 (9시간 2분),강의 게시일 : 2022년 11월 30일
"장고 설계철학으로 시작하는 파이썬 장고 입문
대시보드",539명,"₩33,000",(4.7),50개의 수강평,초급자,총 29개 수업 (4시간 10분),강의 게시일 : 2022년 07월 14일
"파이썬/장고 웹서비스 개발 완벽 가이드 with 리액트
대시보드","1,351명","₩220,000",(4.9),69개의 수강평,초급자,총 157개 수업 (48시간 19분),강의 게시일 : 2021년 09월 17일
"[파이토치] 실전 인공지능으로 이어지는 딥러닝 - 기초부터 논문 구현까지
대시보드","1,130명","₩73,700",(4.5),60개의 수강평,초급자,총 40개 수업 (4시간 59분),강의 게시일 : 2021년 01월 05일
"쉽게 배워보는 파이참(PyCharm) 핵심 가이드
대시보드",628명,"₩44,000",(4.9),51개의 수강평,입문자,총 28개 수업 (7시간 11분),강의 게시일 : 2019년 02월 14일
"입문자를 위한 Spring Boot with Kotlin - 나만의 포트폴리오 사이트 만들기
대시보드",25명,"₩75,900
₩53,130",0,0,초급자,총 63개 수업 (13시간 14분),강의 게시일 : 2023년 12월 21일
"[C#/.NET]어서와, WinForm은 처음이지?
대시보드",11명,"₩66,000",0,0,초급자,총 15개 수업 (3시간 18분),강의 게시일 : 2023년 12월 19일
"[C#/.NET]어서와, WPF는 처음이지?
대시보드",33명,"₩88,000
₩77,000",0,0,초급자,총 17개 수업 (4시간 19분),강의 게시일 : 2023년 11월 29일
"OpenGL 쉐이더 (3) shader 3D 그래픽스 - 애니메이션 원리, depth 개념, Z 버퍼
대시보드",86명,"₩26,400",(5.0),3개의 수강평,초급자,총 29개 수업 (3시간 34분),강의 게시일 : 2023년 04월 18일
"OpenGL 쉐이더 (2) shader 3D 그래픽스 - 프로그래머블 파이프라인, 기하학 기초, 삼각형 출력
대시보드",112명,"₩26,400",(5.0),4개의 수강평,초급자,총 29개 수업 (4시간 9분),강의 게시일 : 2023년 04월 11일
"컴퓨터 과학 (4): 자료구조 - 자료 저장, 알고리즘, 객체지향
대시보드",45명,"₩11,000",0,0,입문자,총 31개 수업 (3시간 44분),강의 게시일 : 2023년 03월 28일
"컴퓨터 과학 (3): 컴퓨터 구조 - 논리회로, 폰 노이만 구조, CPU, 어셈블리
대시보드",39명,"₩13,200",0,0,입문자,총 24개 수업 (3시간 5분),강의 게시일 : 2023년 03월 22일
"컴퓨터 과학 (1): 입문 - 컴퓨터 역할의 변화, 계층 구조, 추상화, PC 구조
대시보드",47명,"₩13,200",(5.0),3개의 수강평,입문자,총 38개 수업 (3시간 54분),강의 게시일 : 2023년 03월 21일
"C# TCP/IP 소켓 프로그래밍
대시보드",111명,"₩33,000",0,0,초급자,총 28개 수업 (3시간 29분),강의 게시일 : 2023년 01월 11일
"코알못도 이해하는 R프로그래밍
대시보드",22명,"₩33,000",0,0,입문자,총 23개 수업 (3시간 51분),강의 게시일 : 2023년 01월 05일
"CUDA 프로그래밍 (4) - C/C++/GPU 병렬 컴퓨팅 - 행렬 matrix 곱하기
대시보드",75명,"₩49,500",0,0,중급자,총 40개 수업 (3시간 40분),강의 게시일 : 2022년 10월 19일
"CUDA 프로그래밍 (2) - C/C++/GPU 병렬 컴퓨팅 - 벡터 vector 더하기
대시보드",94명,"₩49,500",(5.0),3개의 수강평,중급자,총 50개 수업 (4시간 19분),강의 게시일 : 2022년 10월 11일
"2주만에 통과하는 알고리즘 코딩테스트 (2024년)
대시보드",701명,"₩33,000",(4.9),31개의 수강평,초급자,총 17개 수업 (7시간 47분),강의 게시일 : 2023년 07월 12일
"SCSS(SASS)+FLEX 실전 반응형 웹 프로젝트 with Figma
대시보드",150명,"₩119,900",(5.0),9개의 수강평,초급자,총 125개 수업 (41시간 14분),강의 게시일 : 2023년 06월 23일
"라인 파이낸셜 출신 개발자와 리액트로 실무 서비스 제작하기
대시보드",33명,"₩324,500",0,0,초급자,총 69개 수업 (19시간 48분),강의 게시일 : 2023년 05월 25일
"퍼블리셔 취업하는 훌륭한 이력서 작성 가이드
대시보드",120명,"₩39,600",(5.0),11개의 수강평,입문자,총 18개 수업 (4시간 2분),강의 게시일 : 2022년 06월 24일
"쉽고 빠른 스타일링 Tailwind CSS 기초 가이드
대시보드",935명,"₩22,000",(4.8),22개의 수강평,초급자,총 25개 수업 (2시간),강의 게시일 : 2022년 05월 10일
"풀스택 리액트 토이프로젝트 - REST, GraphQL (for FE개발자)
대시보드",922명,"₩22,000",(4.7),35개의 수강평,초급자,총 25개 수업 (3시간 37분),강의 게시일 : 2021년 07월 08일
"반응형 웹사이트 포트폴리오(Architecture Agency)
대시보드",740명,"₩61,600",(5.0),47개의 수강평,중급자,총 114개 수업 (24시간 30분),강의 게시일 : 2020년 07월 17일
"[초급] 찢어먹자! 코틀린의 모든 것
대시보드",64명,"₩59,400",0,0,초급자,총 24개 수업 (6시간 20분),강의 게시일 : 2023년 12월 12일
"백엔드 애플리케이션 성능 테스트하기
대시보드",137명,"₩29,700",0,0,초급자,총 18개 수업 (2시간 53분),강의 게시일 : 2023년 12월 11일
"React와 Vue로 배우는 TypeScript 필수 개념 (feat. ChatGPT)
대시보드",149명,"₩49,500",(4.7),3개의 수강평,초급자,총 31개 수업 (2시간 42분),강의 게시일 : 2023년 11월 30일
"UIUX 포트폴리오 Part.3 - 반응형 웹 포트폴리오
대시보드",17명,"₩60,500",0,0,초급자,총 76개 수업 (9시간 32분),강의 게시일 : 2023년 11월 29일
"Vue 3 시작하기
대시보드",526명,"₩44,000
₩33,000",(5.0),38개의 수강평,초급자,총 37개 수업 (3시간 38분),강의 게시일 : 2023년 09월 27일
"장애 없는 서비스를 만들기 위한 Resilience4j - CircuitBreaker
대시보드",198명,"₩39,600",(4.8),12개의 수강평,중급자,총 18개 수업 (2시간 36분),강의 게시일 : 2023년 08월 21일
"바쁜 자바 개발자를 위한 스칼라 맛보기
대시보드",53명,"₩55,000",(4.7),14개의 수강평,초급자,총 40개 수업 (1시간 21분),강의 게시일 : 2023년 05월 31일
"스프링 시큐리티 OAuth2
대시보드","1,586명","₩121,000",(4.8),34개의 수강평,중급자,총 109개 수업 (44시간 31분),강의 게시일 : 2022년 10월 17일
"머신러닝/딥러닝 소개 및 학습을 위한 파이썬 속성 과정
대시보드",238명,"₩11,000
₩8,800",(4.7),9개의 수강평,입문자,총 18개 수업 (3시간 24분),강의 게시일 : 2022년 09월 22일
"예제로 배우는 딥러닝 자연어 처리 입문 NLP with TensorFlow - RNN부터 BERT까지
대시보드",515명,"₩88,000",(4.3),13개의 수강평,초급자,총 35개 수업 (5시간 41분),강의 게시일 : 2021년 12월 16일
"HTML5 CSS3 기초 & 반응형 웹 템플릿 만들기!
대시보드",175명,"₩36,300",(5.0),6개의 수강평,입문자,총 77개 수업 (10시간),강의 게시일 : 2021년 10월 27일
"[리뉴얼] 렛츠기릿 자바스크립트
대시보드","11,355명",무료,(5.0),107개의 수강평,초급자,총 119개 수업 (27시간 5분),강의 게시일 : 2021년 06월 23일
"Github Action을 활용한 크롤러 웹 페이지 만들기
대시보드",845명,"₩22,000",(4.9),10개의 수강평,초급자,총 34개 수업 (6시간 49분),강의 게시일 : 2021년 05월 20일
"컴알못이 보는 컴퓨터 하드웨어 기초상식
대시보드","3,954명",무료,(4.8),144개의 수강평,입문자,총 15개 수업 (39분),강의 게시일 : 2021년 05월 17일
"Vue.js + TypeScript 완벽 가이드
대시보드","1,274명","₩88,000",(4.8),56개의 수강평,중급자,총 84개 수업 (8시간 2분),강의 게시일 : 2021년 02월 18일
"YOLO 구현으로 배우는 딥러닝 논문 구현 with TensorFlow 2.0
대시보드",433명,"₩99,000",(4.7),31개의 수강평,중급자,총 30개 수업 (3시간 37분),강의 게시일 : 2021년 01월 20일
"실전 프로젝트로 배우는 타입스크립트
대시보드","2,513명","₩55,000",(4.8),191개의 수강평,중급자,총 78개 수업 (5시간 53분),강의 게시일 : 2020년 12월 21일
"타입스크립트 입문 - 기초부터 실전까지
대시보드","5,013명","₩55,000",(4.9),565개의 수강평,초급자,총 87개 수업 (6시간 17분),강의 게시일 : 2020년 10월 21일
"예제로 살펴보는 PyQt Tutorial
대시보드",855명,"₩38,500",(4.7),23개의 수강평,초급자,총 74개 수업 (9시간 54분),강의 게시일 : 2020년 09월 23일
"[리뉴얼] React로 NodeBird SNS 만들기
대시보드","3,528명","₩88,000",(4.9),168개의 수강평,중급자,총 94개 수업 (23시간 3분),강의 게시일 : 2020년 07월 07일
"Vue로 Nodebird SNS 만들기
대시보드",609명,"₩66,000",(4.8),47개의 수강평,중급자,총 71개 수업 (15시간 11분),강의 게시일 : 2019년 09월 04일
"Node.js로 웹 크롤링하기
대시보드",823명,"₩55,000",(4.8),32개의 수강평,중급자,총 75개 수업 (13시간 36분),강의 게시일 : 2019년 03월 23일
"Flutter 테스트 기초
대시보드",67명,"₩33,000",0,0,초급자,총 25개 수업 (2시간 1분),강의 게시일 : 2023년 11월 16일
"실전! FastAPI 입문
대시보드",318명,"₩80,300",(4.8),23개의 수강평,초급자,총 71개 수업 (5시간 6분),강의 게시일 : 2023년 07월 18일
"리셀봇 원리로 알아보는 Cypress
대시보드",46명,"₩11,000",0,0,초급자,총 9개 수업 (1시간 7분),강의 게시일 : 2023년 07월 12일
"Only Javascript만으로 배우는 하이브리드앱 패키징
대시보드",11명,"₩165,000",0,0,초급자,총 23개 수업 (5시간 35분),강의 게시일 : 2023년 06월 09일
"입문자를 위한 Docker 및 Dockerizing 마스터하기
대시보드",140명,"₩29,700",(4.8),10개의 수강평,입문자,총 18개 수업 (1시간 55분),강의 게시일 : 2023년 05월 17일
"Java/Spring 주니어 개발자를 위한 오답노트
대시보드",756명,"₩59,400",(4.9),35개의 수강평,초급자,총 25개 수업 (4시간 8분),강의 게시일 : 2022년 12월 23일
"그림으로 쉽게 배우는 자료구조와 알고리즘 (심화편)
대시보드",599명,"₩55,000",(5.0),15개의 수강평,초급자,총 48개 수업 (9시간 21분),강의 게시일 : 2022년 12월 22일
"Flutter 초입문 왕초보편
대시보드",418명,"₩99,000",(4.8),40개의 수강평,입문자,총 126개 수업 (9시간 27분),강의 게시일 : 2022년 12월 16일
"이펙티브 자바 완벽 공략 2부
대시보드","1,403명","₩66,000",(4.9),19개의 수강평,중급자,총 54개 수업 (8시간 54분),강의 게시일 : 2022년 10월 19일
"그림으로 쉽게 배우는 운영체제
대시보드","1,328명","₩77,000",(4.9),101개의 수강평,초급자,총 44개 수업 (3시간 22분),강의 게시일 : 2021년 12월 23일
"Flutter 중급 1편 - 클린 아키텍처
대시보드",755명,"₩121,000",(4.8),54개의 수강평,중급자,총 46개 수업 (10시간 12분),강의 게시일 : 2021년 12월 14일
"Java 디자인 패턴
대시보드",312명,"₩38,500",(4.4),14개의 수강평,초급자,총 37개 수업 (3시간 30분),강의 게시일 : 2020년 10월 13일
"더 자바, Java 8
대시보드","4,143명","₩55,000",(4.9),299개의 수강평,초급자,총 23개 수업 (4시간 56분),강의 게시일 : 2020년 06월 29일
"더 자바, 애플리케이션을 테스트하는 다양한 방법
대시보드","3,857명","₩66,000",(4.8),170개의 수강평,초급자,총 43개 수업 (5시간 56분),강의 게시일 : 2019년 12월 10일
"[리액트 2부] 고급 주제와 훅
대시보드",300명,"₩77,000",(5.0),4개의 수강평,중급자,총 167개 수업 (19시간 47분),강의 게시일 : 2023년 10월 17일
"[코드팩토리] [입문] 9시간만에 끝내는 코드팩토리의 Javascript 무료 풀코스
대시보드","3,462명",무료,(5.0),75개의 수강평,입문자,총 38개 수업 (8시간 39분),강의 게시일 : 2023년 05월 18일
"[DevOps 정석 3] GitHub Actions으로 제대로 구축하는 CI
대시보드",62명,"₩198,000",0,0,초급자,총 20개 수업 (6시간 34분),강의 게시일 : 2023년 01월 20일
"Next.js 시작하기(feat. 지도 서비스 개발)
대시보드",782명,"₩44,000",(4.5),40개의 수강평,초급자,총 45개 수업 (4시간 7분),강의 게시일 : 2023년 01월 19일
"따라하며 배우는 리액트 네이티브 기초
대시보드",349명,"₩30,800",(5.0),7개의 수강평,초급자,총 70개 수업 (11시간 20분),강의 게시일 : 2022년 12월 23일
"퀘이사(Quasar) 완벽 마스터: Vue 프론트 웹을 빠르게 만들고 싶다면! (Based Vue3)
대시보드",272명,"₩88,000",(5.0),23개의 수강평,초급자,총 26개 수업 (5시간 56분),강의 게시일 : 2022년 11월 29일
"클릭만으로 웹페이지 만들기 - 한국인이 좋아하는 속도로 때려넣는 워드프레스
대시보드",52명,"₩44,000",0,0,입문자,총 13개 수업 (1시간 41분),강의 게시일 : 2022년 11월 24일
"DevOps의 정석 - DevOps의 시작부터 끝까지 모두 짚어 드립니다!
대시보드",49명,"₩550,000",0,0,중급자,총 31개 수업 (8시간 28분),강의 게시일 : 2022년 11월 07일
"[자소서 첨삭] 8년차 e커머스 개발자가 알려주는 백엔드 웹 개발 신입 취업노하우
대시보드",131명,"₩44,000",(4.7),14개의 수강평,입문자,총 28개 수업 (2시간 58분),강의 게시일 : 2021년 12월 23일
"오늘부터 개발자 - 개발자를 준비하기 전 꼭 알아야 할 것
대시보드",312명,"₩44,000",(4.8),20개의 수강평,입문자,총 25개 수업 (4시간 11분),강의 게시일 : 2021년 11월 18일
"정혜경 판타스틱 자료구조 in C
대시보드",103명,"₩88,000",(5.0),6개의 수강평,중급자,총 31개 수업 (9시간 59분),강의 게시일 : 2021년 09월 17일
"따라하며 배우는 TDD 개발 [2023.11 업데이트]
대시보드","1,100명","₩44,000",(4.8),67개의 수강평,초급자,총 48개 수업 (4시간 50분),강의 게시일 : 2020년 10월 12일
"실습 UI 개발로 배워보는 순수 javascript 와 VueJS 개발
대시보드","2,134명","₩44,000",(4.7),119개의 수강평,초급자,총 59개 수업 (3시간 57분),강의 게시일 : 2018년 01월 14일
"웹 프론트엔드를 위한 자바스크립트 첫 걸음
대시보드",476명,"₩33,000",(4.9),41개의 수강평,입문자,총 41개 수업 (6시간 40분),강의 게시일 : 2023년 05월 09일
"Practical Testing: 실용적인 테스트 가이드
대시보드","1,330명","₩77,000",(4.9),95개의 수강평,초급자,총 48개 수업 (12시간 27분),강의 게시일 : 2023년 04월 25일
"카프카 완벽 가이드 - 코어편
대시보드","1,012명","₩99,000",(5.0),36개의 수강평,중급자,총 149개 수업 (22시간 53분),강의 게시일 : 2022년 08월 25일
